/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(

🧪 MULTIPLE PROPOSITION TEST

================================================================================
TESTING PIPELINE ON 200 DIVERSE PROPOSITIONS
================================================================================

[1/202] Loading 200 random propositions...
   Found 49 already-analyzed propositions, skipping those...
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(

  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 89)

================================================================================
PROPOSITION 8/200 - ID: 1145
================================================================================
Text: Arnav Sharma is exploring both established and experimental workflow tools....
Confidence: 9/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (713 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (7060 tokens)
  [Step 3/6] Clustering...
    ✓ Found 6 clusters (method: hdbscan)
      Silhouette: 0.316
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 2.477 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.386
      Reasoning: LATER: high ambiguity (entropy: 2.48 bits) + high confidence (9/10) (score: 0.39)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 90)

================================================================================
PROPOSITION 9/200 - ID: 1144
================================================================================
Text: Arnav Sharma utilizes multiple applications for music and communication while working....
Confidence: 8/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 3 interpretations (595 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 15 answers (5024 tokens)
  [Step 3/6] Clustering...
    ✓ Found 2 clusters (method: hdbscan)
      Silhouette: 0.222
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 0.863 bits
      Ambiguous: True
      Interpretation: Moderate - Ambiguous, clarification recommended
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.345
      Reasoning: LATER: moderate ambiguity (entropy: 0.86 bits) + high confidence (8/10) (score: 0.34)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 91)

================================================================================
PROPOSITION 10/200 - ID: 1143
================================================================================
Text: Arnav Sharma is currently focused on optimizing workflow processes....
Confidence: 9/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (669 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6775 tokens)
  [Step 3/6] Clustering...
    ✓ Found 5 clusters (method: hdbscan)
      Silhouette: 0.296
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 2.227 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.477
      Reasoning: SOON: high ambiguity (entropy: 2.23 bits) + high confidence (9/10) + time-sensitive language (currently) (score: 0.48)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 92)

================================================================================
PROPOSITION 11/200 - ID: 1142
================================================================================
Text: Arnav Sharma might be experiencing challenges in extracting meaningful workflows with current tools....
Confidence: 8/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (687 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6586 tokens)
  [Step 3/6] Clustering...
    ✓ Found 6 clusters (method: hdbscan)
      Silhouette: 0.267
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 2.530 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.406
      Reasoning: SOON: high ambiguity (entropy: 2.53 bits) + high confidence (8/10) (score: 0.41)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 93)

================================================================================
PROPOSITION 12/200 - ID: 1140
================================================================================
Text: Arnav Sharma prioritizes using Slack for professional communication....
Confidence: 10/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (650 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6139 tokens)
  [Step 3/6] Clustering...
    ✓ Found 6 clusters (method: hdbscan)
      Silhouette: 0.297
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 2.370 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.355
      Reasoning: LATER: high ambiguity (entropy: 2.37 bits) + high confidence (10/10) (score: 0.36)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 94)

================================================================================
PROPOSITION 13/200 - ID: 1139
================================================================================
Text: Arnav is actively collaborating with his peers and values team input for project development....
Confidence: 8/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (668 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6288 tokens)
  [Step 3/6] Clustering...
    ✓ Found 5 clusters (method: hdbscan)
      Silhouette: 0.282
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 2.257 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.403
      Reasoning: SOON: high ambiguity (entropy: 2.26 bits) + high confidence (8/10) (score: 0.40)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 95)

================================================================================
PROPOSITION 14/200 - ID: 1138
================================================================================
Text: Arnav Sharma is focused on improving workflow optimization processes through the tools AdaptFlow and...
Confidence: 9/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 3 interpretations (628 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 15 answers (4990 tokens)
  [Step 3/6] Clustering...
    ✓ Found 4 clusters (method: hdbscan)
      Silhouette: 0.296
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 1.936 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.392
      Reasoning: LATER: high ambiguity (entropy: 1.94 bits) + high confidence (9/10) (score: 0.39)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 96)

================================================================================
PROPOSITION 15/200 - ID: 1135
================================================================================
Text: Arnav Sharma shows a high level of organization in his work-related activities....
Confidence: 8/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (702 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6609 tokens)
  [Step 3/6] Clustering...
    ✓ Found 3 clusters (method: hdbscan)
      Silhouette: 0.336
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 1.403 bits
      Ambiguous: True
      Interpretation: High - Significantly ambiguous, clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.357
      Reasoning: LATER: moderate ambiguity (entropy: 1.40 bits) + high confidence (8/10) (score: 0.36)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 97)

================================================================================
PROPOSITION 16/200 - ID: 1134
================================================================================
Text: Arnav Sharma actively uses Spotify to connect with friends and explore music....
Confidence: 8/10/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(


  [Step 1/6] Generating interpretations...
    ✓ Generated 3 interpretations (629 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 15 answers (5183 tokens)
  [Step 3/6] Clustering...
    ✓ Found 3 clusters (method: hdbscan)
      Silhouette: 0.282
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 1.384 bits
      Ambiguous: True
      Interpretation: High - Significantly ambiguous, clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.350
      Reasoning: LATER: moderate ambiguity (entropy: 1.38 bits) + high confidence (8/10) (score: 0.35)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 98)

================================================================================
PROPOSITION 17/200 - ID: 1133
================================================================================
Text: Arnav Sharma is currently focused on improving his workflow management system....
Confidence: 9/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (612 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6158 tokens)
  [Step 3/6] Clustering...
    ✓ Found 3 clusters (method: hdbscan)
      Silhouette: 0.323
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 1.160 bits
      Ambiguous: True
      Interpretation: Moderate - Ambiguous, clarification recommended
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.356
      Reasoning: LATER: moderate ambiguity (entropy: 1.16 bits) + high confidence (9/10) + time-sensitive language (currently) (score: 0.36)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 99)

================================================================================
PROPOSITION 18/200 - ID: 1131
================================================================================
Text: Arnav Sharma may be experiencing a lack of defined workflows in productivity management....
Confidence: 6/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (719 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6820 tokens)
  [Step 3/6] Clustering...
    ✓ Found 5 clusters (method: hdbscan)
      Silhouette: 0.265
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 2.174 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.516
      Reasoning: SOON: high ambiguity (entropy: 2.17 bits) (score: 0.52)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 100)

================================================================================
PROPOSITION 19/200 - ID: 1130
================================================================================
Text: Arnav Sharma monitors friend activity on Spotify for music recommendations....
Confidence: 7/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 3 interpretations (694 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 15 answers (5390 tokens)
  [Step 3/6] Clustering...
    ✓ Found 3 clusters (method: hdbscan)
      Silhouette: 0.219
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 1.432 bits
      Ambiguous: True
      Interpretation: High - Significantly ambiguous, clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.483
      Reasoning: SOON: moderate ambiguity (entropy: 1.43 bits) (score: 0.48)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 101)

================================================================================
PROPOSITION 20/200 - ID: 1129
================================================================================
Text: Arnav Sharma actively engages with Spotify as a primary music streaming application....
Confidence: 9/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (643 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6305 tokens)
  [Step 3/6] Clustering...
    ✓ Found 5 clusters (method: hdbscan)
      Silhouette: 0.321
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 2.258 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.394
      Reasoning: LATER: high ambiguity (entropy: 2.26 bits) + high confidence (9/10) (score: 0.39)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 102)

================================================================================
PROPOSITION 21/200 - ID: 1128
================================================================================
Text: Arnav Sharma is currently focused on developing content for a personal website....
Confidence: 8/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (644 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6064 tokens)
  [Step 3/6] Clustering...
    ✓ Found 6 clusters (method: hdbscan)
      Silhouette: 0.363
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 2.500 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.490
      Reasoning: SOON: high ambiguity (entropy: 2.50 bits) + high confidence (8/10) + time-sensitive language (currently) (score: 0.49)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 103)

================================================================================
PROPOSITION 22/200 - ID: 1127
================================================================================
Text: Arnav Sharma has a group of friends who are active on Spotify, influencing his music choices....
Confidence: 8/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (664 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6486 tokens)
  [Step 3/6] Clustering...
    ✓ Found 5 clusters (method: hdbscan)
      Silhouette: 0.280
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 2.281 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.408
      Reasoning: SOON: high ambiguity (entropy: 2.28 bits) + high confidence (8/10) (score: 0.41)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 104)

================================================================================
PROPOSITION 23/200 - ID: 1126
================================================================================
Text: Arnav Sharma appears to prioritize entertainment activities over work-related tasks....
Confidence: 7/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (687 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6649 tokens)
  [Step 3/6] Clustering...
    ✓ Found 7 clusters (method: hdbscan)
      Silhouette: 0.337
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 2.715 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.517
      Reasoning: SOON: high ambiguity (entropy: 2.72 bits) (score: 0.52)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 105)

================================================================================
PROPOSITION 24/200 - ID: 1125
================================================================================
Text: Arnav Sharma shows a preference for collaborative music discovery through friend activity on Spotify...
Confidence: 8/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (694 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6765 tokens)
  [Step 3/6] Clustering...
    ✓ Found 5 clusters (method: hdbscan)
      Silhouette: 0.228
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 2.271 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(

  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.406
      Reasoning: SOON: high ambiguity (entropy: 2.27 bits) + high confidence (8/10) (score: 0.41)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 106)

================================================================================
PROPOSITION 25/200 - ID: 1124
================================================================================
Text: Arnav Sharma seems to be in the early stages of adopting the workflow management tool displayed in t...
Confidence: 8/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (700 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6950 tokens)
  [Step 3/6] Clustering...
    ✓ Found 6 clusters (method: hdbscan)
      Silhouette: 0.346
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 2.477 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.395
      Reasoning: LATER: high ambiguity (entropy: 2.48 bits) + high confidence (8/10) (score: 0.40)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 107)

================================================================================
PROPOSITION 26/200 - ID: 1123
================================================================================
Text: Arnav Sharma prioritizes music streaming, specifically through the Spotify application....
Confidence: 9/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (703 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (7050 tokens)
  [Step 3/6] Clustering...
    ✓ Found 4 clusters (method: hdbscan)
      Silhouette: 0.232
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 1.878 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.376
      Reasoning: LATER: high ambiguity (entropy: 1.88 bits) + high confidence (9/10) (score: 0.38)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 108)

================================================================================
PROPOSITION 27/200 - ID: 1122
================================================================================
Text: Arnav Sharma tends to prioritize social interaction in music consumption preferences, possibly indic...
Confidence: 7/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (682 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6555 tokens)
  [Step 3/6] Clustering...
    ✓ Found 7 clusters (method: hdbscan)
      Silhouette: 0.221
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 2.749 bits
